URL,Title,Author,Date_Published,Time_Published,Article
https://www.ibtimes.com/tesla-news-can-model-3-deliveries-keep-rising-2803693,Tesla News: Can Model 3 Deliveries Keep Rising?,Daniel Sparks,06/29/19,1:11 AM,"[""Next week,\xa0Tesla\xa0(NASDAQ:TSLA) investors will get a timely update on the company's latest vehicle deliveries. The electric-car maker reports quarterly production and deliveries within three days of each quarter's end. This means investors should get insight into its recent performance by no later than Wednesday.While investors will want to look into how well\xa0all of Tesla's vehicle models are selling, the Model 3 remains the primary focus for investors. Highlighting the Model 3's growing importance to Tesla's business, the vehicle accounted for nearly 70% of the automaker's trailing-12-month deliveries -- and that figure is expected to rise.When Tesla reports production and deliveries next week, can the Model 3 live up to investors' high expectations?In the first quarter of 2019,\xa0Tesla delivered about 51,000 Model 3s. While this was up 522% year over year, it was down 20% sequentially. Of course, Tesla was careful to point out that this was primarily due to a larger number of vehicles in transit to customers because of the company's international expansion during the quarter. In addition, it has clarified on several occasions that demand for Model 3 is\xa0not a problem. Indeed, earlier this week, CEO Elon Musk reportedly\xa0told employees in an email that there are enough vehicle orders in the current quarter to set a new record for total deliveries, implying that demand for Model 3 remains robust.With demand reportedly faring well, the big question is whether Model 3 production -- and Tesla's ability to deliver finished vehicles to customers -- was sufficient enough for the electric-car company to report record Model 3 deliveries.To set a new record for Model 3 deliveries in Q2, Tesla will need to deliver more than 63,359 units (the number of Model 3 units delivered in the fourth quarter of 2018).\xa0This would translate to 24% sequential growth and a staggering 243% increase over Model 3 deliveries in the year-ago quarter.Perhaps even more telling than second-quarter Model 3 deliveries will be any statements from management in next week's update about expectations for Model 3 production and deliveries throughout the rest of the year.In order for Tesla to hit its full-year guidance for 360,000 to 400,000 total vehicle deliveries in 2019, Model 3 deliveries are likely going to need to be higher in the second half of 2019 than they were in the first half. To gauge whether Tesla can pull off its ambitious outlook, look for updates on the Model 3 production rate and the most recent demand trends.Daniel Sparks\xa0owns shares of Tesla. The Motley Fool owns shares of and recommends Tesla. The Motley Fool has a\xa0disclosure policy.This article originally appeared in the Motley Fool.""]"
https://www.ibtimes.com/how-elon-musk-will-celebrate-his-48th-birthday-2803644,This Is How Elon Musk Will Celebrate His 48th Birthday,Dawn Geske,06/28/19,12:09 PM,"['As Elon Musk celebrates his 48th birthday on Friday, the Tesla (TSLA) CEO will be doing a little more than the traditional birthday celebration. Musk tweeted about his birthday plans, which will focus heavily on the logistics of his company.Musk was asked by a Twitter user what exactly his birthday plans would consist of this week. Musk, who is known to keep his business at the forefront of his agenda, responded as anyone would have expected.Working on Tesla global logistics&mdash; Elon Musk (@elonmusk) June 26, 2019\n\nThe Twitter user, Reagan Beck, casually asked the CEO, ""Any big birthday plans? Or just relaxing w/ family?""Musk responded by saying, “Working on Tesla global logistics.”Beck wasn’t satisfied with the answer and prodded Musk a little more. He said, “You need time off too, don\'t you? (Yesss... even you).”Musk replied with, "":(” giving the indication that work definitely must come first.Tesla’s logistics could be the key that Musk is looking to boost its vehicle delivery numbers for Q2. Musk blamed poor logistics for the company’s low delivery numbers in the first quarter.In an email obtained by Business Insider on Tuesday, Musk wrote to his employees, “Logistics and final delivery are extremely important.”Musk went on to explain in the email that shuffling orders and stock to get vehicles deliveries to customers by Sunday, which is the end of the quarter for the company, could allow Tesla to increase its final numbers for the quarter.The answer, according to Musk, was to find “demand for vehicle variants that are available locally, but can\'t reach people who ordered that variant before end of quarter.""The company delivered 90,700 vehicles in the last three months of 2018.Shares of Tesla stock were down percent as of 12:04 p.m. ET on Friday.    Elon Musk, co-founder and Chief Executive Officer of Tesla Inc., speaks at an unveiling event for The Boring Company Hawthorne test tunnel. Musk and SEC are going to court next week. Photo: Robyn Beck-Pool/Getty Images  Working on Tesla global logistics&mdash; Elon Musk (@elonmusk) June 26, 2019The Twitter user, Reagan Beck, casually asked the CEO, ""Any big birthday plans? Or just relaxing w/ family?""Musk responded by saying, “Working on Tesla global logistics.”Beck wasn’t satisfied with the answer and prodded Musk a little more. He said, “You need time off too, don\'t you? (Yesss... even you).”Musk replied with, "":(” giving the indication that work definitely must come first.Tesla’s logistics could be the key that Musk is looking to boost its vehicle delivery numbers for Q2. Musk blamed poor logistics for the company’s low delivery numbers in the first quarter.In an email obtained by Business Insider on Tuesday, Musk wrote to his employees, “Logistics and final delivery are extremely important.”Musk went on to explain in the email that shuffling orders and stock to get vehicles deliveries to customers by Sunday, which is the end of the quarter for the company, could allow Tesla to increase its final numbers for the quarter.The answer, according to Musk, was to find “demand for vehicle variants that are available locally, but can\'t reach people who ordered that variant before end of quarter.""The company delivered 90,700 vehicles in the last three months of 2018.Shares of Tesla stock were down percent as of 12:04 p.m. ET on Friday.    Elon Musk, co-founder and Chief Executive Officer of Tesla Inc., speaks at an unveiling event for The Boring Company Hawthorne test tunnel. Musk and SEC are going to court next week. Photo: Robyn Beck-Pool/Getty Images  ']"
https://www.ibtimes.com/spacex-ceo-elon-musk-mocked-tweet-mixing-mars-moon-2802744,SpaceX CEO Elon Musk Mocked For Tweet Mixing Up Mars With The Moon,Wesley Dockery,06/24/19,1:36 PM,"['Tesla (TSLA) and SpaceX CEO Elon Musk was slammed on Twitter for a tweet he sent out on Sunday that said OCCUPY MARS with a picture that he believed was Mars.In reality, Musk had just tweeted out a picture of a ""blood moon"" taken during a total lunar eclipse in July 2018. In response, Twitter users pointed out that ""that\'s the moon"" and sent memes and photoshopped pictures at his expense.\xa0Musk was lighthearted about the incident, sending out laughing emojis and tweeting they would occupy the ""moon too.""Musk currently leads the Space Exploration Technologies Corporation initiative, also known as Space X. One of the main goals of the initiative is to colonize Mars. According to SpaceX\'s website, the company wants to send its first cargo mission to Mars in 2022.How soon would it be possible to colonize Mars? In an interview with PBS, Jim Pawelcysk, a former astronaut and professor at Penn State University, said that while small outposts on the red planet are possible, it\'s likely a century away that full-scale settlements could be built there.\xa0Yet concerns have been raised whether it is ethical to colonize Mars. Forbes reported that human colonization of the red planet could disturb life forms or biological processes there.\xa0In the meantime, Musk tweeted that he will likely send SpaceX\'s signature model Starship to the moon first over Mars as ""it’s only 3 days away"" and ""doesn\'t need interorbital synchronization.""']"
https://www.ibtimes.com/tesla-news-ceo-elon-musk-said-he-deleted-his-twitter-account-2801307,Tesla News: CEO Elon Musk Said He Deleted His Twitter Account,Wesley Dockery,06/17/19,12:19 PM,"['Tesla (TSLA) CEO Elon Musk on Monday morning posted on Twitter\xa0that he ""just deleted his Twitter account."" He also changed his Twitter handle to ""Daddydotcom"" — a possible reference to Father\'s Day.The account remains active on Monday afternoon, while\xa0Tesla has yet to respond to Musk\'s tweet. It\'s unclear whether Musk posted the comment in jest.Musk has a history of posting controversial and attention-seeking comments on Twitter and\xa0his tweets have also landed him in legal trouble with the Securities and Exchange Commission (SEC). He tweeted in August that he was going to take Tesla private at $420 a share. This drew the ire of the agency, which\xa0later ordered him to seek pre-approval from the Tesla legal counsel before tweeting and to pay a $20 million fine.\xa0In February, Musk tweeted\xa0that Tesla plans to manufacture 500,000 vehicles in 2019, which resulted in the SEC filing a motion saying that he violated the terms of his agreement.\xa0\xa0Musk also faced controversy and legal troubles after he used Twitter to refer to\xa0a diver who rescued 12 boys trapped in a Thailand cave as a\xa0pedophile. This led to the diver, Vern Unsworth,\xa0to sue Musk for defamation.In September, Musk smoked marijuana and drank whiskey on a popular podcast, which contributed\xa0to\xa0a\xa09% percent\xa0one-day drop in Tesla\'s share price.']"
https://www.ibtimes.com/where-will-tesla-be-1-year-2801103,Where Will Tesla Be In 1 Year?,John Bromels,06/16/19,10:14 PM,"['To hear\xa0Tesla\xa0(NASDAQ:TSLA)\xa0CEO Elon Musk tell it, by next year Tesla will have overcome its recent financial challenges, will be operating a fleet of robotic taxis, and will offer cars that can drive themselves. Moreover, anyone with any other brand of car will be frustrated that he or she now owns the technological equivalent of a horse and buggy or a flip phone.Did he actually say all that? Yep, although he partially walked back the robotic-taxi comment later.Is it a complete fantasy? Maybe not entirely, but it\'s probably less likely than predicting that Tesla will wind up pretty much where it is today. But let\'s take a dive into Tesla\'s current situation to see if any of these things\xa0might\xa0come to pass by mid-2020.The mass-market conundrumIn the beginning, Tesla was a luxury automaker, with one product: the high-end luxury Tesla Roadster sportscar with its $90,000 price tag. Since then, the company has tried to broaden its appeal by ramping up production of less expensive cars, including the Model 3 sedan (starting price: $35,000), the upcoming Model Y crossover SUV (starting price: $47,000), and a possibly soon-to-be-unveiled electric pickup truck that will purportedly rival the\xa0Ford\xa0(NYSE:F)\xa0F-150 (starting price: ""less than $50,000"").The problem is that more expensive cars have higher margins. When you start selling less expensive vehicles -- and building giant Gigafactories and ramping up production to do so -- the amount of money you make per car takes a hit. Furthermore, when you\'re investing in technological innovations at the same time to ensure your cutting-edge vehicles stay on the cutting edge, it further eats into your available resources, even as it expands your potential customer base.The good news for Tesla is that some of those investments seem to be paying off. The company appears to be able to manufacture batteries for as much as 20% less than the competition, for one thing, and it\'s managed to notch a couple of\xa0profitable and free cash flow-positive\xa0quarters in Q3 and Q4 2018. If it can keep this up, Tesla might actually be in a stable financial and operational position next year.But there\'s one big problem.Cars on demandTesla posted back-to-back profitable quarters in Q3 and Q4 2018, but it sure didn\'t in Q1 2019. Worse, a\xa0lower-than-expected\xa0number of quarterly deliveries -- especially for the high-margin models X and S -- fueled speculation that demand for Teslas\xa0might be drying up. That problem may have been exacerbated by a federal tax credit decrease for purchasing a Tesla that kicked in Jan. 1. The tax credit will drop again, from $3,750 to just $1,875, on the first of July. It\'s also possible that potential Model X buyers are\xa0holding out\xa0for the less expensive Model Y, which is set to roll out in late 2020.Lower demand would be a big problem for the carmaker, which doesn\'t invest in traditional advertising such as TV commercials. It also shuttered most of its Tesla stores, relying instead on word of mouth and news coverage to spread the word about its cars.Luckily for Tesla, it gets a lot of news coverage. But if demand is already drying up for its existing models, and with the Model Y and electric pickup truck far from production, Tesla could find itself back in a precarious financial spot, with not enough revenue coming in to fund its new projects.For his part, Musk\xa0disputes that sales are declining. He says that both sales and orders for all three of Tesla\'s current models are outpacing production. But a leaked May email to employees warned that Tesla had only 10 months to become profitable and announced a ""hardcore"" cost-cutting program. Those aren\'t usually hallmarks of a financially healthy company.Pie in the skyWe\'ve all learned by now to take Musk\'s statements with a grain of salt. After all, I could spend pages and pages writing about the\xa0promises Musk has made\xa0that haven\'t come to fruition.His comments that autonomous driving would be ready by the end of 2019 seem particularly laughable, considering\xa0Consumer Reports\xa0just panned\xa0Tesla\'s Autopilot lane-changing feature as ""far behind a human driver\'s skills."" However, Musk recently scoffed at LIDAR technology -- essentially, a radar system that uses laser beams instead of radio waves -- which just about everyone in the autonomous-vehicle space uses\xa0except\xa0Tesla. Musk relies instead on vehicle-mounted cameras and radar systems. In other words, even if some of the regulatory hurdles to introducing this technology were worked out, it\'s not clear that existing Tesla vehicles would make the cut.For now, nobody, not even\xa0Alphabet\'s Waymo, seems anywhere close to rolling out a mass-market autonomous vehicle within the next year, LIDAR or no LIDAR. But the incident illustrates how Tesla may be trying to do too much all on its own. Other, larger companies that have more resources are teaming up with partners to develop electric-vehicle and automated-driving technology, including Waymo\'s partnerships with\xa0Fiat Chrysler\xa0and\xa0\xa0Tata Motors\'\xa0Jaguar, or\xa0Ford\'s with\xa0Volkswagen, or\xa0Hyundai\'s with\xa0start-up Aurora.Tesla\'s insistence on trying to beat the big guns may not work out so well.We were here firstOne thing that\'s unclear is whether people interested in buying a Tesla are more interested in buying an electric vehicle, or just buying a Tesla. Tesla\'s brand has been rapidly increasing in value, according to\xa0market researcher Kantar Millward Brown, to the point that it\'s now the eighth most valuable automotive brand.\xa0But as its competitors get ready to roll out electric vehicles of their own, potentially at similar or lower price points, will it have an impact on Tesla\'s sales?We\'ll find out sooner rather than later. Rival automaker Ford is\xa0planning to launch\xa0its own battery-electric crossover SUV based on the Mustang in 2020, and it\'s promising 300 miles of range.\xa0Kia\xa0is also expected to begin selling\xa0an all-electric version of the Soul\xa0that year. And unlike Tesla, Ford and Kia have pretty good track records when it comes to launching vehicles on time.Where that leaves TeslaSo given all of this, where is Tesla likely to be in a year?Well, barring a miracle, a completely self-driving fleet isn\'t going to happen. And considering Tesla hasn\'t managed to post more than two profitable quarters in succession, it\'s unlikely the company will have made much, if any, progress on putting its financial house in order. It would take sustained profitability to make that happen.A lot depends on whether the slump in Tesla sales is a blip or a trend. And with the slew of other options coming available in 2020, that\'s going to depend on whether consumers are really determined to get a Tesla in 2019 or whether they\'re willing to wait and explore other options. I\'m not so sure they won\'t wait, which would leave Tesla in a similar position to today: unprofitable and burning cash, but with hot prospects ""just around the corner.""Still, as with most things Tesla, I wouldn\'t bet against the stock based on that theory.Suzanne Frey, an executive at Alphabet, is a member of The Motley Fool\'s board of directors.\xa0John Bromels owns shares of Alphabet (A shares), Alphabet (C shares), Ford, and Tesla. The Motley Fool owns shares of and recommends Alphabet (A shares), Alphabet (C shares), and Tesla. The Motley Fool has a\xa0disclosure policy.This article originally appeared in The Motley Fool.']"
https://www.ibtimes.com/tesla-news-elon-musk-announces-james-bond-submarine-car-design-2800905,Tesla News: Elon Musk Announces James Bond-Like Submarine Car Design,Wesley Dockery,06/15/19,10:22 AM,"['At an annual shareholder\'s meeting this past week, Tesla (TSLA) CEO Elon Musk said that his company is working on a new car model, which was inspired by the 1977 James Bond film ""The Spy Who Loved Me.""\xa0""I think the market for this would be small, but fantastic,"" Musk said at the meeting.\xa0The automobile will not only be able to drive on roads\xa0but also go under water. In ""The Spy Who Loved Me,"" fictional British secret service agent James Bond drove a Lotus Esprit sports car that also served as a submarine.\xa0Musk bought the Lotus Esprit in 2013 from the film for $800,000, but he was ""disappointed"" when he found out the automobile couldn\'t transform into a submarine in real life.\xa0""It was amazing as a little kid in South Africa to watch James Bond in \'The Spy Who Loved Me\' drive his Lotus Esprit off a pier, press a button and have it transform into a submarine underwater,"" Musk told USA Today in 2013.Since then, Musk has toyed with the idea of building an aquatic car.\xa0Musk\'s current projects to soon be released as a part of Tesla brand include an all-electric pickup truck and the Model Y, a five-door, seven-seater sports-utility vehicle.']"
https://www.ibtimes.com/tesla-news-will-elon-musks-car-company-turn-second-half-profit-2019-2796941,Tesla News: Will Elon Musk's Car Company Turn A Second-Half Profit In 2019?,Wesley Dockery,06/01/19,4:29 PM,"['Tesla\xa0(TSLA) has expressed confidence that it can\xa0turn a profit in the second half of the year but financial analysts remain\xa0skeptical.""Ultimately, I have a better chance of playing for the [Toronto] Raptors than\xa0[Tesla] hitting that profitability target second half,"" Dan Ives, an equity analyst at Wedbush Capital Markets Group, told Yahoo Finance.He added that Tesla faces an ""uphill battle.""Tesla CEO Elon Musk has warned the company\'s employees in an email obtained by Reuters in May that the company will run out of cash in 10 months unless ""hardcore"" cost-cutting measures are taken. The revelation of that email caused investors in Tesla stock to panic and caused shares to reach near-30 month lows. So far this year, Tesla stock is down 40% and the company failed to turn a profit in the first quarter of the year.Tesla has also faced numerous other problems in 2019. In January, the company laid off 7% of its employees as it closed down its dealerships and moved to an online-sales model. Multiple high-level employees such as its CFO and vice president of global recruiting left their positions. Other issues include China blocking sales of the Model 3 temporarily due to ""vehicle irregularities"" and investigations into fatal crashes involving Tesla vehicles.Ives, however, has provided a positive outlook for Tesla.""I think 9-12 months out, they\'ll be a healthier company. They potentially could have to raise another $1 to $2 billion in capital,"" he said.\xa0Tesla is known for incorporating new technology into its automobiles. The Tesla Model 3 was No.1 in worldwide electric car sales\xa0in 2018 and self-driving technology will soon be incorporated into the model.']"
https://www.ibtimes.com/tesla-make-surprise-announcement-china-2795805,Tesla To Make A Surprise Announcement In China,Daniel Sparks,05/28/19,11:56 PM,"['Electric-car company\xa0Tesla\xa0(NASDAQ:TSLA)\xa0is planning a surprise announcement in China on Friday, May 31, according to a Tesla post on\xa0Weibo,\xa0a Chinese social network. A day later,\xa0Tesla launched an online contest in China for people to guess the price of the made-in-China Model 3 -- suggesting the mysterious announcement has something to do with a Chinese version of the vehicle.This planned announcement comes as Tesla is making significant progress on its Gigafactory Shanghai -- a factory for building Model 3 vehicles in Shanghai. The automaker hopes building vehicles in the country will reduce costs for Model 3 in the important market while increasing global production and deliveries.Bringing Model 3 to ChinaTesla\'s Gigafactory Shanghai is a massive undertaking that Tesla started to construct in January.\xa0Initially, the company is aiming for Model 3 production of 3,000 units per week in China. But Tesla doesn\'t expect to reach volume production of the vehicle until sometime between the fourth quarter of this year and the second quarter of 2020.""Local manufacturing is an essential component of our ability to provide to customers in the region a truly affordable version of Model 3,"" Tesla explained in its fourth-quarter shareholder letter.According to management\'s commentary on its Gigafactory Shanghai in Tesla\'s first-quarter shareholder letter, the China-based Model 3 production line will come online faster and more efficiently than the line at the company\'s factory in Fremont, California. ""Learning from our experience, we can now build a second-generation Model 3 line in China that we expect will be at least 50% cheaper per unit of capacity than our Model 3-related lines in Fremont and at Gigafactory 1,"" Tesla said.With Tesla planning a special announcement in China this week, it\'s possible that the automaker is planning to launch a version of Model 3 with specifications catering to the local market.A key catalystIt\'s no surprise Tesla is investing heavily in the country. Not only is China the world\'s largest auto market but it\'s been the source of a large portion of Tesla\'s growth in recent years. Revenue in China in 2018 was $1.8 billion, or 8% of total revenue. While revenue from China was higher in 2017, at $2 billion, the market\'s revenue was only $1.1 billion in 2016\xa0and $319 million in 2015.Further, a local market will not only help reduce manufacturing costs but help Tesla bypass Chinese import tariffs, making the Model 3 as competitive as possible when it comes to price.This article originally appeared in the Motley Fool.Daniel Sparks\xa0has no position in any of the stocks mentioned. The Motley Fool owns shares of and recommends Tesla. The Motley Fool recommends Weibo. The Motley Fool has a\xa0disclosure policy.']"
https://www.ibtimes.com/tesla-doomed-2795097,Is Tesla Doomed?,Adam Levine-Weinberg,05/26/19,9:12 PM,"['Tesla\xa0(NASDAQ:TSLA)\xa0has been a battleground stock for many years. But for most of 2019 -- and especially the past couple of months -- the news has been almost all bad.As a result, Tesla shares have lost nearly half of their value since mid-December. Last week, the stock broke below the $200 mark for the first time since late 2016. Some Wall Street experts are now saying that Tesla may need to restructure or even declare bankruptcy in the face of falling demand for its electric vehicles.Does this mean that Tesla is doomed? Let\'s take a look.Demand is saggingWarning signs have been piling up for Tesla investors since the beginning of the year. The first sign that something was amiss was when Tesla implemented\xa0multiple price changes\xa0for its vehicle lineup during the first quarter. This seemed to suggest that demand was fading.These fears were confirmed in early April. Tesla reported that it delivered just 63,000 vehicles in the quarter, down from more than 90,000 a quarter earlier. Most troublingly, the company\xa0delivered just 12,100\xa0of its highly profitable Model S and Model X vehicles in the period -- down 56% sequentially and down 44% year over year.It was inevitable that this would negatively impact Tesla\'s earnings, but the damage was even worse than what most expected. Tesla posted a Q1 loss of $4.10 per share -- $2.90 per share excluding stock-based compensation -- and it used up $1.5 billion of its $3.7 billion cash stash, between its negative free cash flow and the repayment of $920 million of debt. This gave the company little choice but to raise more capital in early May.There have been more troubling signs in the past month. On May 16, CEO Elon Musk sent an\xa0email to all employees, asking them to ""examine every expenditure at Tesla no matter how small"" to find savings. This could be a simple attempt to maximize efficiency. However, in the past, Tesla\'s radical cost-savings plans have been correlated with big losses. (For example, the company abruptly decided to shutter most of its retail locations in the midst of its poor financial performance last quarter.) So the latest cost-saving plan doesn\'t bode well.Even more recently,\xa0Consumer Reports\xa0panned Tesla\'s Autopilot system, saying it\'s not close to being ready for prime time. This further emphasizes that Musk\'s prediction of fully self-driving Teslas being on the road by the end of next year is preposterous.The first quarter may have been unusually toughAs bad as the recent news has been, Tesla may not be in as much danger as some bears believe. First, the big loss and rapid cash burn last quarter were exacerbated by the timing of deliveries during the period. About 10,600 vehicles were in transit to customers at the end of the quarter -- and thus delivered early in Q2 -- compared to fewer than 3,000 a quarter earlier.The resulting decrease in revenue and increase in inventory hurt Tesla\'s first-quarter earnings and cash flow. That timing impact should at least partially reverse this quarter.Second, during Tesla\'s earnings call last month, Musk opined that order activity would\xa0accelerate over the course of 2019. There\'s been some evidence of that so far. A recent leaked email apparently from Musk stated that Tesla had already surpassed 50,000 net new vehicle orders since the beginning of the second quarter. That puts it on pace for perhaps 90,000 net new orders in the quarter, which lines up with the low end of its deliveries guidance.Together, these two factors suggest that Tesla will achieve much better earnings and cash flow in the second quarter than it did a quarter ago. (Whether it actually generates positive free cash flow is less clear.)However, U.S. Tesla buyers will face another drop in the federal tax credit as of July 1, which could hurt the company\'s sales momentum. Meanwhile, by the end of this quarter, Tesla will have met most of the initial surge of Model 3 demand in international markets. As a result, the growth that the company is counting on in the second half of 2019 may not materialize.Two things could decide Tesla\'s fateThe evidence isn\'t clear-cut one way or the other, but demand for Tesla\'s three current vehicles seems to be plateauing short of the 500,000-per-year mark that the company has long targeted. Additionally, Tesla has had to significantly reduce prices for the Model S and Model X, while Model 3 demand is normalizing toward more affordable variants, pressuring margins.Barring another sharp drop in demand, bankruptcy probably isn\'t a big risk at this point. That said, Tesla isn\'t necessarily on track for a return to profitability at any point in 2019.That means the Tesla bull case increasingly relies on two future developments: the opening of Tesla\'s new factory in China and the\xa0launch of the Model Y. Building vehicles in China will reduce costs and allow Tesla to sidestep a massive tariff bill. That could potentially enable lower prices, stimulating sales. Meanwhile, the Model Y compact crossover could become far more popular than the Model 3, as demand has shifted dramatically from cars to crossovers.In theory, the China factory should open in late 2019, and Model Y production should begin in late 2020. However, Tesla has a long track record of missing deadlines.With the company having no clear path to sustainable profitability with its current products in its current markets, missing these deadlines could pose grave risks to Tesla.Adam Levine-Weinberg\xa0has no position in any of the stocks mentioned. The Motley Fool owns shares of and recommends Tesla. The Motley Fool has a\xa0disclosure policy.This article originally appeared in The Motley Fool.']"
https://www.ibtimes.com/why-elon-musk-thinks-using-lidar-technology-self-driving-cars-freaking-stupid-2794731,Why Elon Musk Thinks Using Lidar Technology For Self-Driving Cars Is ‘Freaking Stupid’,Dawn Geske,05/24/19,10:35 AM,"['As self-driving technology company Aurora goes all in by buying sensor company Blackmore, Tesla (TSLA)\xa0CEO Elon Musk called the use of lidar for autonomous vehicles “freaking stupid.” Musk criticized the sensor technology as he was unveiling his plans to have 1 million self-driving robotaxis in Tesla’s portfolio of self-driving vehicles.Aurora’s purchase of Blackmore was made for an undisclosed amount and will allow the company to integrate lidar systems to navigate through traffic by measuring a vehicle’s distance from obstacles such as cars, drones, and more, CNBC reported.According to Chris Urmson, Aurora CEO, the use of lidar can offer greater vision, uses less power, measures velocity instantly, and is not as affected by poor weather. “Lidar is critical for developing the safest and most reliable self-driving system, one that can navigate our roads more safely than a human driver,” Urmson said in a statement.Musk disagreed about the use of lidar saying in April, “In cars it is freaking stupid. It is expensive and unnecessary. Once you solve vision, it is worthless.”Tesla uses a range of cameras to visualize the roadway and send data to the vehicle’s computer, allowing for navigation in traffic while lidar uses sensors that can see around vehicles, helping self-driving cars maneuver through traffic.Aurora is not the only company that has a strong belief in the viability of lidar in autonomous vehicles as Google’s Waymo, General Motors, and other automakers have invested in the technology and are making headway with development and testing, the news outlet reported.Shares of Tesla stock were down 1.58 percent as of 10:32 a.m. ET on Friday.']"
